light_id,location_name,fault_type,timestamp,severity_level,fault_status,maintenance_cost,year,month,day,day_of_week,hour
L0367,Chinatown,Environmental,2020-04-12 14:51:35,Informational,Closed,322.63,2020,4,12,Sunday,14
L0937,Pasir Ris,Power-Related,2020-04-16 00:39:18,High,In Progress,236.99,2020,4,16,Thursday,0
L0527,Bugis Junction,Cybersecurity,2020-04-16 19:51:31,Medium,Acknowledged,368.77,2020,4,16,Thursday,19
L0311,Orchard Road,Sensor-Related,2020-04-16 20:28:03,Critical,Detected,456.27,2020,4,16,Thursday,20
L0020,Jurong West,Control System,2020-04-17 10:42:30,Medium,Detected,272.345,2020,4,17,Friday,10
L0095,Jurong West,Power-Related,2020-04-25 00:32:32,Informational,Acknowledged,481.98,2020,4,25,Saturday,0
L0957,Outram Park,Control System,2020-04-27 05:21:48,Medium,Closed,167.54,2020,4,27,Monday,5
L0979,Pasir Ris,Communication,2020-04-27 08:03:12,Critical,Detected,445.52,2020,4,27,Monday,8
L0217,Chinatown,Cybersecurity,2020-05-01 10:02:36,Informational,Detected,125.62,2020,5,1,Friday,10
L0136,Chinatown,Power-Related,2020-05-01 17:05:11,Medium,In Progress,106.32,2020,5,1,Friday,17
L0551,Bishan,Control System,2020-05-03 13:09:37,Low,Resolved,371.87,2020,5,3,Sunday,13
L0252,Chinatown,Control System,2020-05-05 01:14:52,Low,Resolved,474.85,2020,5,5,Tuesday,1
L0662,Pasir Ris,Control System,2020-05-06 05:31:20,Informational,Acknowledged,440.59,2020,5,6,Wednesday,5
L0641,Pasir Ris,Power-Related,2020-05-07 22:49:27,Medium,Detected,51.21,2020,5,7,Thursday,22
L0868,Jurong West,Communication,2020-05-09 10:01:49,Medium,Acknowledged,421.17,2020,5,9,Saturday,10
L0186,Outram Park,Cybersecurity,2020-05-13 17:30:04,Critical,Acknowledged,325.32,2020,5,13,Wednesday,17
L0854,Chinatown,Sensor-Related,2020-05-15 17:10:58,Low,Detected,59.08,2020,5,15,Friday,17
L0714,Toa Payoh,Communication,2020-05-15 22:38:41,Medium,Closed,492.18,2020,5,15,Friday,22
L0089,Canberra,Control System,2020-05-15 23:04:19,Informational,In Progress,388.05,2020,5,15,Friday,23
L0250,Outram Park,Communication,2020-05-16 12:31:30,Low,In Progress,348.79,2020,5,16,Saturday,12
L0287,Orchard Road,Power-Related,2020-05-16 19:45:33,Critical,Closed,54.99,2020,5,16,Saturday,19
L0074,Orchard Road,Cybersecurity,2020-05-19 07:28:18,Informational,Acknowledged,161.83,2020,5,19,Tuesday,7
L0610,City Hall,Control System,2020-05-20 17:38:44,Low,In Progress,199.65,2020,5,20,Wednesday,17
L0542,Canberra,Power-Related,2020-05-26 07:12:19,High,In Progress,272.18,2020,5,26,Tuesday,7
L0387,Chinatown,Control System,2020-06-01 05:26:02,Critical,In Progress,401.89,2020,6,1,Monday,5
L0724,Jurong West,Cybersecurity,2020-06-02 01:20:05,Low,In Progress,432.87,2020,6,2,Tuesday,1
L0012,Orchard Road,Control System,2020-06-02 06:19:50,Critical,In Progress,271.67,2020,6,2,Tuesday,6
L0822,Orchard Road,Communication,2020-06-02 20:10:14,Critical,In Progress,272.345,2020,6,2,Tuesday,20
L0127,City Hall,Sensor-Related,2020-06-03 07:01:57,Critical,Closed,156.98,2020,6,3,Wednesday,7
L0013,Bugis Junction,Communication,2020-06-06 00:24:04,Low,Detected,451.48,2020,6,6,Saturday,0
L0302,Chinatown,Cybersecurity,2020-06-06 06:53:10,Informational,Resolved,257.32,2020,6,6,Saturday,6
L0497,City Hall,Communication,2020-06-08 11:11:17,Low,Closed,272.345,2020,6,8,Monday,11
L0758,City Hall,Environmental,2020-06-09 21:07:57,High,Acknowledged,307.08,2020,6,9,Tuesday,21
L0664,Outram Park,Cybersecurity,2020-06-10 16:15:10,Low,Resolved,485.81,2020,6,10,Wednesday,16
L0781,City Hall,Communication,2020-06-12 01:15:56,Medium,Resolved,227.86,2020,6,12,Friday,1
L0127,City Hall,Environmental,2020-06-14 20:51:10,Low,Detected,197.73,2020,6,14,Sunday,20
L0647,Jurong West,Power-Related,2020-06-14 23:32:09,Medium,Resolved,471.06,2020,6,14,Sunday,23
L0547,Canberra,Communication,2020-06-16 22:00:45,Low,Resolved,125.11,2020,6,16,Tuesday,22
L0473,Jurong West,Cybersecurity,2020-06-18 17:06:55,Low,Acknowledged,182.11,2020,6,18,Thursday,17
L0078,Bishan,Environmental,2020-06-22 04:00:18,Medium,In Progress,181.89,2020,6,22,Monday,4
L0106,Toa Payoh,Sensor-Related,2020-06-24 02:50:12,Low,In Progress,191.27,2020,6,24,Wednesday,2
L0612,Canberra,Sensor-Related,2020-06-26 16:11:05,Medium,Resolved,226.91,2020,6,26,Friday,16
L0507,Chinatown,Communication,2020-06-29 00:02:49,Critical,Acknowledged,266.35,2020,6,29,Monday,0
L0408,City Hall,Control System,2020-06-30 03:28:19,Low,In Progress,262.47,2020,6,30,Tuesday,3
L0189,Chinatown,Communication,2020-07-01 12:15:23,High,Acknowledged,272.345,2020,7,1,Wednesday,12
L0049,Toa Payoh,Environmental,2020-07-01 22:56:16,Medium,Detected,283.33,2020,7,1,Wednesday,22
L0432,Outram Park,Communication,2020-07-02 04:00:40,Informational,Resolved,384.86,2020,7,2,Thursday,4
L0641,Pasir Ris,Communication,2020-07-02 09:11:17,Critical,Resolved,308.8,2020,7,2,Thursday,9
L0586,Toa Payoh,Environmental,2020-07-05 00:38:36,Critical,Closed,343.59,2020,7,5,Sunday,0
L0285,Canberra,Environmental,2020-07-05 07:42:37,Critical,In Progress,419.24,2020,7,5,Sunday,7
L0874,Orchard Road,Sensor-Related,2020-07-08 00:48:13,High,In Progress,154.07,2020,7,8,Wednesday,0
L0224,Bugis Junction,Control System,2020-07-08 12:45:04,Critical,Acknowledged,189.68,2020,7,8,Wednesday,12
L0174,Toa Payoh,Sensor-Related,2020-07-08 16:55:15,Informational,Closed,340.9,2020,7,8,Wednesday,16
L0739,City Hall,Control System,2020-07-09 02:43:49,Medium,Closed,215.77,2020,7,9,Thursday,2
L0272,Canberra,Communication,2020-07-10 07:24:54,Critical,Acknowledged,168.04,2020,7,10,Friday,7
L0621,Orchard Road,Sensor-Related,2020-07-10 15:13:40,Informational,Resolved,279.62,2020,7,10,Friday,15
L0493,City Hall,Cybersecurity,2020-07-11 09:36:59,High,Detected,233.21,2020,7,11,Saturday,9
L0346,Jurong West,Sensor-Related,2020-07-12 00:42:04,Informational,In Progress,272.345,2020,7,12,Sunday,0
L0084,Toa Payoh,Power-Related,2020-07-14 14:21:14,High,Resolved,447.0,2020,7,14,Tuesday,14
L0251,Jurong West,Sensor-Related,2020-07-14 18:08:22,Medium,In Progress,272.345,2020,7,14,Tuesday,18
L0783,City Hall,Cybersecurity,2020-07-19 11:21:02,Informational,Resolved,429.65,2020,7,19,Sunday,11
L0201,Pasir Ris,Sensor-Related,2020-07-20 10:16:57,High,Resolved,222.0,2020,7,20,Monday,10
L0199,Bugis Junction,Environmental,2020-07-20 19:19:31,Medium,In Progress,77.63,2020,7,20,Monday,19
L0898,Jurong West,Communication,2020-07-22 20:44:45,Low,Closed,272.345,2020,7,22,Wednesday,20
L0908,City Hall,Environmental,2020-07-23 08:13:39,Critical,In Progress,358.16,2020,7,23,Thursday,8
L0487,Toa Payoh,Cybersecurity,2020-07-26 09:31:17,Critical,Detected,272.345,2020,7,26,Sunday,9
L0296,Pasir Ris,Sensor-Related,2020-07-29 01:10:09,High,Acknowledged,272.345,2020,7,29,Wednesday,1
L0193,Outram Park,Sensor-Related,2020-07-31 02:47:55,Critical,Resolved,419.62,2020,7,31,Friday,2
L0061,Bishan,Control System,2020-08-05 06:17:39,Informational,Detected,167.17,2020,8,5,Wednesday,6
L0992,Chinatown,Power-Related,2020-08-07 02:21:22,High,Detected,446.01,2020,8,7,Friday,2
L0860,Pasir Ris,Communication,2020-08-08 00:19:26,Low,Detected,289.35,2020,8,8,Saturday,0
L0025,Orchard Road,Environmental,2020-08-11 10:24:34,Medium,Detected,221.55,2020,8,11,Tuesday,10
L0688,Chinatown,Communication,2020-08-11 23:06:59,Medium,Acknowledged,272.345,2020,8,11,Tuesday,23
L0781,City Hall,Sensor-Related,2020-08-12 00:14:38,Critical,In Progress,213.74,2020,8,12,Wednesday,0
L0898,Jurong West,Sensor-Related,2020-08-12 06:29:35,High,Acknowledged,486.6,2020,8,12,Wednesday,6
L0797,Bugis Junction,Cybersecurity,2020-08-19 06:19:56,Medium,Acknowledged,95.24,2020,8,19,Wednesday,6
L0033,Toa Payoh,Sensor-Related,2020-08-22 11:04:59,High,Detected,93.07,2020,8,22,Saturday,11
L0288,Orchard Road,Control System,2020-08-22 13:49:55,Critical,Acknowledged,90.15,2020,8,22,Saturday,13
L0265,Bishan,Environmental,2020-08-24 02:34:51,Critical,Closed,82.76,2020,8,24,Monday,2
L0544,Bishan,Power-Related,2020-08-24 20:55:56,Low,Resolved,249.39,2020,8,24,Monday,20
L0019,Pasir Ris,Control System,2020-08-25 02:01:32,High,Resolved,272.51,2020,8,25,Tuesday,2
L0926,City Hall,Power-Related,2020-08-26 02:09:03,Critical,In Progress,299.58,2020,8,26,Wednesday,2
L0575,Toa Payoh,Communication,2020-08-28 09:21:12,Critical,Acknowledged,456.25,2020,8,28,Friday,9
L0487,Toa Payoh,Environmental,2020-08-31 00:18:47,Informational,Acknowledged,136.72,2020,8,31,Monday,0
L0235,Canberra,Cybersecurity,2020-08-31 08:32:36,High,Resolved,272.345,2020,8,31,Monday,8
L0066,Pasir Ris,Power-Related,2020-09-02 11:54:07,Critical,In Progress,272.345,2020,9,2,Wednesday,11
L0492,Bishan,Power-Related,2020-09-03 05:07:44,Informational,In Progress,287.24,2020,9,3,Thursday,5
L0450,Bishan,Sensor-Related,2020-09-04 15:44:58,Critical,Resolved,107.04,2020,9,4,Friday,15
L0533,Pasir Ris,Environmental,2020-09-05 20:06:02,Medium,Resolved,252.84,2020,9,5,Saturday,20
L0343,Toa Payoh,Power-Related,2020-09-09 07:33:01,Critical,Closed,308.59,2020,9,9,Wednesday,7
L0399,Orchard Road,Cybersecurity,2020-09-12 23:11:52,Informational,Resolved,265.92,2020,9,12,Saturday,23
L0467,Bugis Junction,Cybersecurity,2020-09-18 01:26:23,Medium,Closed,104.33,2020,9,18,Friday,1
L0239,Canberra,Control System,2020-09-22 08:35:26,High,Acknowledged,171.97,2020,9,22,Tuesday,8
L0263,Outram Park,Environmental,2020-09-22 22:06:49,High,In Progress,67.42,2020,9,22,Tuesday,22
L0653,Canberra,Control System,2020-09-26 02:37:36,Low,Detected,142.1,2020,9,26,Saturday,2
L0674,Pasir Ris,Control System,2020-09-26 13:50:08,Informational,Acknowledged,279.72,2020,9,26,Saturday,13
L0721,Outram Park,Cybersecurity,2020-10-02 10:34:37,High,Acknowledged,272.345,2020,10,2,Friday,10
L0282,Jurong West,Cybersecurity,2020-10-03 00:42:59,Low,Detected,421.26,2020,10,3,Saturday,0
L0108,Chinatown,Environmental,2020-10-03 09:12:02,High,In Progress,130.2,2020,10,3,Saturday,9
L0707,Toa Payoh,Control System,2020-10-07 23:04:20,Informational,Detected,377.69,2020,10,7,Wednesday,23
L0031,Orchard Road,Cybersecurity,2020-10-08 06:30:54,High,In Progress,408.92,2020,10,8,Thursday,6
L0691,Orchard Road,Control System,2020-10-12 16:25:21,High,Detected,325.34,2020,10,12,Monday,16
L0515,Chinatown,Control System,2020-10-18 03:55:30,Informational,Detected,272.345,2020,10,18,Sunday,3
L0307,Jurong West,Power-Related,2020-10-19 14:29:57,Medium,In Progress,241.5,2020,10,19,Monday,14
L0539,Bugis Junction,Cybersecurity,2020-10-19 15:50:04,Informational,Resolved,184.52,2020,10,19,Monday,15
L0595,Toa Payoh,Power-Related,2020-10-19 21:40:35,Medium,Acknowledged,142.37,2020,10,19,Monday,21
L0071,Bugis Junction,Power-Related,2020-10-22 20:45:37,Low,Closed,272.345,2020,10,22,Thursday,20
L0288,Orchard Road,Control System,2020-10-27 00:37:27,Low,Acknowledged,187.57,2020,10,27,Tuesday,0
L0450,Bishan,Cybersecurity,2020-10-28 06:23:56,High,Detected,335.48,2020,10,28,Wednesday,6
L0802,Canberra,Sensor-Related,2020-11-02 23:37:55,Critical,In Progress,479.94,2020,11,2,Monday,23
L0678,Chinatown,Environmental,2020-11-13 22:45:51,Medium,Acknowledged,256.76,2020,11,13,Friday,22
L0927,Pasir Ris,Communication,2020-11-14 14:13:49,Medium,Acknowledged,258.96,2020,11,14,Saturday,14
L0663,Pasir Ris,Power-Related,2020-11-17 04:16:46,Low,Detected,294.86,2020,11,17,Tuesday,4
L0828,Bugis Junction,Environmental,2020-11-18 15:30:42,Low,Resolved,295.8,2020,11,18,Wednesday,15
L0377,City Hall,Cybersecurity,2020-11-18 18:00:47,Critical,In Progress,272.345,2020,11,18,Wednesday,18
L0397,Bugis Junction,Sensor-Related,2020-11-19 10:57:21,Informational,Acknowledged,97.08,2020,11,19,Thursday,10
L0938,Canberra,Sensor-Related,2020-11-21 12:07:31,Medium,Acknowledged,390.69,2020,11,21,Saturday,12
L0349,Chinatown,Power-Related,2020-11-24 10:13:01,Medium,In Progress,63.62,2020,11,24,Tuesday,10
L0867,Chinatown,Power-Related,2020-11-26 11:58:09,High,Closed,325.62,2020,11,26,Thursday,11
L0572,Chinatown,Communication,2020-11-26 15:53:00,Critical,Closed,146.85,2020,11,26,Thursday,15
L0630,Jurong West,Environmental,2020-11-29 02:20:00,Medium,Resolved,440.96,2020,11,29,Sunday,2
L0768,Bishan,Communication,2020-11-30 12:18:24,Low,Acknowledged,272.345,2020,11,30,Monday,12
L0244,Chinatown,Power-Related,2020-12-01 21:42:48,High,Acknowledged,224.48,2020,12,1,Tuesday,21
L0109,Toa Payoh,Sensor-Related,2020-12-04 00:13:02,High,Resolved,272.345,2020,12,4,Friday,0
L0256,Bishan,Cybersecurity,2020-12-05 09:22:52,Critical,Acknowledged,272.345,2020,12,5,Saturday,9
L0717,Jurong West,Cybersecurity,2020-12-06 06:24:11,Low,Resolved,272.345,2020,12,6,Sunday,6
L0831,Toa Payoh,Environmental,2020-12-12 00:58:51,Low,Detected,235.86,2020,12,12,Saturday,0
L0046,Outram Park,Cybersecurity,2020-12-13 07:38:50,Medium,Closed,398.79,2020,12,13,Sunday,7
L0461,City Hall,Communication,2020-12-14 13:20:05,Critical,Detected,272.345,2020,12,14,Monday,13
L0146,Jurong West,Communication,2020-12-16 10:01:14,Informational,Closed,272.345,2020,12,16,Wednesday,10
L0534,City Hall,Power-Related,2020-12-17 19:44:53,Informational,Acknowledged,257.16,2020,12,17,Thursday,19
L0249,Toa Payoh,Sensor-Related,2020-12-21 14:30:34,Critical,In Progress,105.1,2020,12,21,Monday,14
L0433,Outram Park,Sensor-Related,2020-12-27 01:41:55,Low,In Progress,141.51,2020,12,27,Sunday,1
L0718,Pasir Ris,Control System,2020-12-27 07:38:39,Critical,Resolved,482.28,2020,12,27,Sunday,7
L0539,Bugis Junction,Communication,2020-12-28 03:03:47,Informational,Detected,183.64,2020,12,28,Monday,3
L0281,Outram Park,Power-Related,2020-12-28 03:22:38,High,Closed,380.25,2020,12,28,Monday,3
L0169,Bishan,Environmental,2020-12-28 07:31:05,Critical,Detected,308.93,2020,12,28,Monday,7
L0738,Toa Payoh,Environmental,2020-12-30 01:05:55,High,Resolved,350.29,2020,12,30,Wednesday,1
